slug,city,state,postal_code,derived_county,method,confidence,share,reason
"verdict-ridge-golf-and-country-club","Denver",NC,28037,"Lincoln",zip_nearest_county_centroid,0.78,0.892,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 26 km (margin 8 km)"
"bethesda-park-tennis-courts","Durham",NC,27703,"Durham",zip_nearest_county_centroid,0.78,0.9933,"ZCTA spans 2 counties; nearest county centroid is 10 km away, next is 25 km (margin 14 km)"
"carolina-arbors-by-del-webb","Durham",NC,27703,"Durham",zip_nearest_county_centroid,0.6,0.9933,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 20 km (margin 6 km)"
"duke-university-east-campus","Durham",NC,27707,"Durham",zip_nearest_county_centroid,0.78,0.9146,"ZCTA spans 2 counties; nearest county centroid is 5 km away, next is 20 km (margin 15 km)"
"durham-nativity-school","Durham",NC,27712,"Durham",zip_nearest_county_centroid,0.78,0.9827,"ZCTA spans 2 counties; nearest county centroid is 3 km away, next is 21 km (margin 18 km)"
"forest-hills-park-2802","Durham",NC,27707,"Durham",zip_nearest_county_centroid,0.78,0.9146,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 21 km (margin 14 km)"
"garrett-road-park","Durham",NC,27707,"Durham",zip_nearest_county_centroid,0.6,0.9146,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 21 km (margin 7 km)"
"hollow-rock-racquet-swim-club","Durham",NC,,"",none,0,,"no postal_code"
"ir-holmes-rec-ctr-campus-hills-park","Durham",NC,27707,"Durham",zip_nearest_county_centroid,0.78,0.9146,"ZCTA spans 2 counties; nearest county centroid is 8 km away, next is 23 km (margin 15 km)"
"lyon-park-recreation-center","Durham",NC,27707,"Durham",zip_nearest_county_centroid,0.78,0.9146,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 20 km (margin 14 km)"
"piney-wood-park-durham-nc","Durham",NC,27713,"Durham",zip_nearest_county_centroid,0.78,0.7297,"ZCTA spans 3 counties; nearest county centroid is 14 km away, next is 28 km (margin 15 km)"
"walltown-recreation-center","Durham",NC,27705,"Durham",zip_nearest_county_centroid,0.78,0.5311,"ZCTA spans 2 counties; nearest county centroid is 4 km away, next is 19 km (margin 15 km)"
"wd-hill-recreation-center","Durham",NC,27707,"Durham",zip_nearest_county_centroid,0.78,0.9146,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 22 km (margin 16 km)"
"edneyville-community-center-hcprd-edneyville-nc","Edneyville",NC,28792,"Henderson",zip_nearest_county_centroid,0.6,0.9681,"ZCTA spans 3 counties; nearest county centroid is 14 km away, next is 20 km (margin 6 km)"
"edneyville-elementary-school-gym-hcprd-edneyville-nc","Edneyville",NC,28792,"Henderson",zip_nearest_county_centroid,0.6,0.9681,"ZCTA spans 3 counties; nearest county centroid is 14 km away, next is 20 km (margin 6 km)"
"elkin-recreation-and-parks","Elkin",NC,28621,"Surry",zip_nearest_county_centroid,0.6,0.6802,"ZCTA spans 2 counties; nearest county centroid is 24 km away, next is 29 km (margin 4 km)"
"elkin-recreation-center","Elkin",NC,28621,"Surry",zip_nearest_county_centroid,0.6,0.6802,"ZCTA spans 2 counties; nearest county centroid is 24 km away, next is 29 km (margin 4 km)"
"etowah-park-hcprd-etowah-nc","Etowah",NC,28739,"Henderson",zip_nearest_county_centroid,0.78,0.9528,"ZCTA spans 2 counties; nearest county centroid is 10 km away, next is 24 km (margin 14 km)"
"bill-moore-community-park-pickleball-courts","Fletcher",NC,28732,"Henderson",zip_nearest_county_centroid,0.78,0.6374,"ZCTA spans 2 counties; nearest county centroid is 10 km away, next is 21 km (margin 10 km)"
"lelia-patterson-center","Fletcher",NC,28732,"Henderson",zip_nearest_county_centroid,0.78,0.6374,"ZCTA spans 2 counties; nearest county centroid is 10 km away, next is 21 km (margin 10 km)"
"action-park-fuquay-varina-nc","Fuquay varina",NC,27526,"Wake",zip_nearest_county_centroid,0.6,0.4028,"ZCTA spans 2 counties; nearest county centroid is 26 km away, next is 26 km (margin 0 km) — OVERRODE the larger-by-land-area candidate"
"fuquay-varina-community-center","Fuquay-Varina",NC,27526,"Harnett",zip_nearest_county_centroid,0.6,0.5972,"ZCTA spans 2 counties; nearest county centroid is 25 km away, next is 27 km (margin 2 km)"
"home-court-pickleball","Fuquay-Varina",NC,27526,"Harnett",zip_dominant_county,0.55,0.5972,"ZCTA spans 2 counties; dominant county holds 59.7% of land area (no coordinates to disambiguate)"
"poole-family-ymca-garner-nc","Garner",NC,27529,"Wake",zip_nearest_county_centroid,0.78,0.6614,"ZCTA spans 2 counties; nearest county centroid is 12 km away, next is 30 km (margin 17 km)"
"rand-road-elementary-school","Garner",NC,27529,"Wake",zip_nearest_county_centroid,0.78,0.6614,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 28 km (margin 12 km)"
"gibsonville-community-center","Gibsonville",NC,27249,"Alamance",zip_nearest_county_centroid,0.6,0.0886,"ZCTA spans 4 counties; nearest county centroid is 15 km away, next is 22 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"goldsboro-family-ymca","Goldsboro",NC,27534,"Wayne",zip_nearest_county_centroid,0.78,0.9921,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 26 km (margin 18 km)"
"granite-falls-recreation-granite-falls-nc","Granite Falls",NC,28630,"Caldwell",zip_nearest_county_centroid,0.78,0.9853,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 27 km (margin 8 km)"
"cummings-cove-golf-country-club","Hendersonville",NC,28739,"Henderson",zip_nearest_county_centroid,0.78,0.9528,"ZCTA spans 2 counties; nearest county centroid is 8 km away, next is 25 km (margin 17 km)"
"edneyville-community-center","Hendersonville",NC,28792,"Henderson",zip_nearest_county_centroid,0.78,0.9681,"ZCTA spans 3 counties; nearest county centroid is 12 km away, next is 21 km (margin 9 km)"
"edneyville-elementary","Hendersonville",NC,28792,"Henderson",zip_nearest_county_centroid,0.78,0.9681,"ZCTA spans 3 counties; nearest county centroid is 11 km away, next is 21 km (margin 11 km)"
"carolina-pickleball-club-hickory","Hickory",NC,,"",none,0,,"no postal_code"
"first-united-methodist-church-christian-life-center","Hickory",NC,28601,"Catawba",zip_nearest_county_centroid,0.78,0.6405,"ZCTA spans 4 counties; nearest county centroid is 14 km away, next is 26 km (margin 12 km)"
"hickory-optimist-park-hickory-nc","Hickory",NC,28602,"Catawba",zip_nearest_county_centroid,0.78,0.8082,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 32 km (margin 18 km)"
"highland-recreation-center","Hickory",NC,28601,"Catawba",zip_nearest_county_centroid,0.78,0.6405,"ZCTA spans 4 counties; nearest county centroid is 14 km away, next is 26 km (margin 12 km)"
"armstrong-park","High Point",NC,27265,"Guilford",zip_nearest_county_centroid,0.6,0.584,"ZCTA spans 3 counties; nearest county centroid is 23 km away, next is 26 km (margin 3 km)"
"hartley-ymca","High Point",NC,27265,"Guilford",zip_nearest_county_centroid,0.6,0.584,"ZCTA spans 3 counties; nearest county centroid is 24 km away, next is 26 km (margin 2 km)"
"moorehead-recreation-center","High Point",NC,27265,"Guilford",zip_nearest_county_centroid,0.6,0.584,"ZCTA spans 3 counties; nearest county centroid is 23 km away, next is 27 km (margin 4 km)"
"oakview-recreation-center","High Point",NC,27265,"Guilford",zip_nearest_county_centroid,0.6,0.584,"ZCTA spans 3 counties; nearest county centroid is 22 km away, next is 26 km (margin 4 km)"
"highlands-recreation-center-highlands-nc","Highlands",NC,28741,"Macon",zip_nearest_county_centroid,0.6,0.87,"ZCTA spans 2 counties; nearest county centroid is 23 km away, next is 26 km (margin 3 km)"
"fairview-park-tennis-courts-hillsborough-nc","Hillsborough",NC,27278,"Orange",zip_nearest_county_centroid,0.78,0.9596,"ZCTA spans 2 counties; nearest county centroid is 3 km away, next is 22 km (margin 18 km)"
"orange-county-sportsplex-field-house","Hillsborough",NC,27278,"Orange",zip_nearest_county_centroid,0.78,0.9596,"ZCTA spans 2 counties; nearest county centroid is 2 km away, next is 20 km (margin 18 km)"
"passmore-senior-center","Hillsborough",NC,27278,"Orange",zip_nearest_county_centroid,0.78,0.9596,"ZCTA spans 2 counties; nearest county centroid is 2 km away, next is 20 km (margin 18 km)"
"david-b-waymer-recreation-center","Holbrooks Rd",NC,28078,"Mecklenburg",zip_nearest_county_centroid,0.6,0.9807,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 25 km (margin 8 km)"
"12-oaks","Holly Springs",NC,27540,"Wake",zip_nearest_county_centroid,0.78,0.7243,"ZCTA spans 3 counties; nearest county centroid is 24 km away, next is 34 km (margin 9 km)"
"holly-springs-ting-park-holly-springs-nc","Holly Springs",NC,27540,"Wake",zip_nearest_county_centroid,0.78,0.7243,"ZCTA spans 3 counties; nearest county centroid is 22 km away, next is 34 km (margin 12 km)"
"ting-park-sports-club","Holly Springs",NC,27540,"Wake",zip_nearest_county_centroid,0.78,0.7243,"ZCTA spans 3 counties; nearest county centroid is 22 km away, next is 33 km (margin 12 km)"
"w-e-hunt-community-center","Holly Springs",NC,27540,"Wake",zip_nearest_county_centroid,0.78,0.7243,"ZCTA spans 3 counties; nearest county centroid is 23 km away, next is 31 km (margin 8 km)"
"womble-park-holly-springs","Holly Springs",NC,27540,"Wake",zip_nearest_county_centroid,0.78,0.7243,"ZCTA spans 3 counties; nearest county centroid is 22 km away, next is 32 km (margin 10 km)"
"david-b-waymer-recreation-center-10939","Huntersville",NC,28078,"Mecklenburg",zip_nearest_county_centroid,0.78,0.9807,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 26 km (margin 9 km)"
"david-waymer-park-huntersville-huntersville-nc","Huntersville",NC,28078,"Mecklenburg",zip_nearest_county_centroid,0.78,0.9807,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 26 km (margin 9 km)"
"david-waymer-rec-center","Huntersville",NC,28078,"Mecklenburg",zip_nearest_county_centroid,0.78,0.9807,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 27 km (margin 9 km)"
"holbrook-park","Huntersville",NC,28078,"Mecklenburg",zip_nearest_county_centroid,0.78,0.9807,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 27 km (margin 8 km)"
"huntersville-rec-huntersville-nc","Huntersville",NC,28078,"Mecklenburg",zip_nearest_county_centroid,0.78,0.9807,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 27 km (margin 12 km)"
"kinnamon-park-huntersville-nc","Huntersville",NC,28078,"Mecklenburg",zip_nearest_county_centroid,0.78,0.9807,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 29 km (margin 12 km)"
"lake-norman-charter-elementary-school-gym","Huntersville",NC,28070,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"macaulay-neighborhood-courts-huntersville-nc","Huntersville",NC,28078,"Mecklenburg",zip_nearest_county_centroid,0.78,0.9807,"ZCTA spans 2 counties; nearest county centroid is 20 km away, next is 30 km (margin 9 km)"
"northstone-cc-huntersville-nc","Huntersville",NC,28078,"Mecklenburg",zip_nearest_county_centroid,0.6,0.9807,"ZCTA spans 2 counties; nearest county centroid is 21 km away, next is 25 km (margin 4 km)"
"pickleball-huntersville","Huntersville",NC,28078,"Mecklenburg",zip_nearest_county_centroid,0.78,0.9807,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 26 km (margin 8 km)"
"torrence-creek-elementary","Huntersville",NC,28078,"Mecklenburg",zip_nearest_county_centroid,0.78,0.9807,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 29 km (margin 10 km)"
"crooked-creek-park-pickleball-courts-indian-trail","Indian Trail",NC,,"",none,0,,"no postal_code"
"foxfire","Jackson Springs",NC,27281,"Moore",zip_nearest_county_centroid,0.78,0.587,"ZCTA spans 3 counties; nearest county centroid is 16 km away, next is 26 km (margin 9 km)"
"carolina-pickleball-club-kannapolis","Kannapolis",NC,28083,"Cabarrus",zip_nearest_county_centroid,0.6,0.7509,"ZCTA spans 2 counties; nearest county centroid is 13 km away, next is 19 km (margin 7 km)"
"4th-of-july-park-kernersville-nc","Kernersville",NC,27284,"Forsyth",zip_nearest_county_centroid,0.78,0.8291,"ZCTA spans 3 counties; nearest county centroid is 17 km away, next is 26 km (margin 9 km)"
"civitan-fitness-park-kernersville-nc","Kernersville",NC,27284,"Forsyth",zip_nearest_county_centroid,0.78,0.8291,"ZCTA spans 3 counties; nearest county centroid is 17 km away, next is 26 km (margin 9 km)"
"fourth-of-july-park","Kernersville",NC,27284,"Forsyth",zip_nearest_county_centroid,0.78,0.8291,"ZCTA spans 3 counties; nearest county centroid is 16 km away, next is 27 km (margin 11 km)"
"kernersville-ymca","Kernersville",NC,27284,"Forsyth",zip_nearest_county_centroid,0.78,0.8291,"ZCTA spans 3 counties; nearest county centroid is 15 km away, next is 28 km (margin 13 km)"
"the-fitness-center-at-kernersville","Kernersville",NC,27284,"Forsyth",zip_nearest_county_centroid,0.78,0.8291,"ZCTA spans 3 counties; nearest county centroid is 15 km away, next is 28 km (margin 13 km)"
"the-shepherd-s-center-kernersville","Kernersville",NC,27284,"Forsyth",zip_nearest_county_centroid,0.6,0.8291,"ZCTA spans 3 counties; nearest county centroid is 18 km away, next is 25 km (margin 7 km)"
"kings-mountain-family-ymca","Kings Mountain",NC,28086,"Gaston",zip_nearest_county_centroid,0.6,0.2582,"ZCTA spans 2 counties; nearest county centroid is 16 km away, next is 22 km (margin 6 km) — OVERRODE the larger-by-land-area candidate"
"stokes-family-ymca","King",NC,27021,"Stokes",zip_nearest_county_centroid,0.6,0.9934,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 19 km (margin 4 km)"
"1st-baptist-church-flc-lincolnton-nc","Lincolnton",NC,28092,"Lincoln",zip_nearest_county_centroid,0.78,0.8754,"ZCTA spans 3 counties; nearest county centroid is 4 km away, next is 19 km (margin 16 km)"
"betty-ross-park-lincolnton-nc","Lincolnton",NC,28092,"Lincoln",zip_nearest_county_centroid,0.78,0.8754,"ZCTA spans 3 counties; nearest county centroid is 3 km away, next is 21 km (margin 18 km)"
"block-smith-gymnasium","Lincolnton",NC,28092,"Lincoln",zip_nearest_county_centroid,0.78,0.8754,"ZCTA spans 3 counties; nearest county centroid is 3 km away, next is 21 km (margin 17 km)"
"lentz-rec-center-lincolnton-nc","Lincolnton",NC,28092,"Lincoln",zip_nearest_county_centroid,0.78,0.8754,"ZCTA spans 3 counties; nearest county centroid is 4 km away, next is 20 km (margin 16 km)"
"north-lincoln-hs-lincolnton-nc","Lincolnton",NC,28092,"Lincoln",zip_nearest_county_centroid,0.78,0.8754,"ZCTA spans 3 counties; nearest county centroid is 3 km away, next is 21 km (margin 18 km)"
"mars-hill-recreational-park-mars-hill-nc","Mars Hill",NC,28754,"Madison",zip_nearest_county_centroid,0.78,0.9462,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 24 km (margin 9 km)"
"colonel-francis-beatty-park-matthews-matthews-nc","Matthews",NC,28105,"Union",zip_nearest_county_centroid,0.6,0.0143,"ZCTA spans 2 counties; nearest county centroid is 20 km away, next is 22 km (margin 2 km) — OVERRODE the larger-by-land-area candidate"
"crews-recreation-center","Matthews",NC,28105,"Mecklenburg",zip_nearest_county_centroid,0.6,0.9857,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 22 km (margin 5 km)"
"matthews-tennis-and-swim-club-matthews-nc","Matthews",NC,28105,"Mecklenburg",zip_nearest_county_centroid,0.6,0.9857,"ZCTA spans 2 counties; nearest county centroid is 20 km away, next is 21 km (margin 1 km)"
"mebane-arts-community-center","Mebane",NC,27302,"Alamance",zip_nearest_county_centroid,0.6,0.4038,"ZCTA spans 3 counties; nearest county centroid is 13 km away, next is 14 km (margin 0 km)"
"mebane-tennis-courts","Mebane",NC,27302,"Alamance",zip_nearest_county_centroid,0.6,0.4038,"ZCTA spans 3 counties; nearest county centroid is 13 km away, next is 14 km (margin 1 km)"
"mills-river-park","Mills River",NC,28759,"Henderson",zip_nearest_county_centroid,0.78,0.9836,"ZCTA spans 2 counties; nearest county centroid is 10 km away, next is 25 km (margin 15 km)"
"mint-hill-veterans-memorial-park-mint-hill-nc","Mint Hill",NC,28227,"Mecklenburg",zip_nearest_county_centroid,0.6,0.9921,"ZCTA spans 2 counties; nearest county centroid is 20 km away, next is 23 km (margin 3 km)"
"wilgrove-park-mint-hill-mint-hill-nc","Mint Hill",NC,28227,"Mecklenburg",zip_nearest_county_centroid,0.6,0.9921,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 25 km (margin 7 km)"
"lake-norman-pickleball-club","Mooresville",NC,,"",none,0,,"no postal_code"
"lake-norman-racquet-social-club","Mooresville",NC,,"",none,0,,"no postal_code"
"mooresville-war-memorial-building","Mooresville",NC,,"",none,0,,"no postal_code"
"morrisville-pickleball-courts-morrisville-nc","Morrisville",NC,27560,"Wake",zip_nearest_county_centroid,0.6,0.8691,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 24 km (margin 7 km)"
"netsports-indoor-facility","Morrisville",NC,27560,"Wake",zip_nearest_county_centroid,0.6,0.8691,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 23 km (margin 4 km)"
"triangle-table-tennis","Morrisville",NC,27560,"Wake",zip_nearest_county_centroid,0.6,0.8691,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 24 km (margin 7 km)"
